16.3208,5.6855,-0.835,-30.2219
16.4342,5.6707,-0.7409,-31.9719
16.5476,5.6592,-0.5713,-33.7348
16.6606,5.6563,-0.1467,-35.5052
16.7735,5.6497,-0.3297,-37.2795
16.8865,5.6497,0.0018,-39.0575
16.9997,5.6512,0.0715,-40.8372
17.1127,5.661,0.494,-42.6131
17.2261,5.6652,0.2103,-44.3833
17.3398,5.6797,0.7235,-46.1479
17.4537,5.6957,0.8,-47.9014
17.5679,5.7151,0.9689,-49.6406
17.6826,5.7362,1.0562,-51.364
17.7979,5.761,1.2391,-53.0719
17.9138,5.793,1.6002,-54.7613
18.0303,5.8272,1.7124,-56.4279
18.1476,5.864,1.836,-58.0707
18.2657,5.9067,2.1363,-59.6891
18.3848,5.9539,2.3628,-61.2808
18.5049,6.0044,2.5206,-62.8456
18.6262,6.0629,2.9251,-64.3817
18.7487,6.1235,3.0285,-65.8874
18.8723,6.1923,3.4477,-67.3616
18.9976,6.2624,3.505,-68.8046
19.1244,6.3426,4.0109,-70.2167
19.2531,6.4259,4.159,-71.5971
19.3832,6.5145,4.4367,-72.9439
19.5124,6.446,-3.4228,-74.2405
19.6372,6.2522,-9.7022,-75.4594
19.7582,6.0441,-10.3937,-76.5937
19.8752,5.8485,-9.779,-77.6517
19.9883,5.6567,-9.5951,-78.6374
20.0977,5.4705,-9.3154,-79.557
20.2034,5.2893,-9.059,-80.4161
20.3058,5.1126,-8.8241,-81.2199
20.4046,4.9422,-8.5281,-81.9714
20.5002,4.7715,-8.5171,-82.6751
20.5923,4.6093,-8.1207,-83.3343
20.6812,4.4464,-8.1464,-83.9512
20.7668,4.2884,-7.9121,-84.5297
20.8497,4.1307,-7.8569,-85.0733
20.9293,3.9791,-7.5846,-85.5835
21.0056,3.8272,-7.6093,-86.0609
21.0793,3.6763,-7.5332,-86.5095
21.15,3.5295,-7.3304,-86.9313
21.2176,3.3836,-7.299,-87.3264
21.2824,3.2384,-7.2582,-87.6967
21.3443,3.0954,-7.1533,-88.0439
21.4032,2.9538,-7.0973,-88.3688
21.4594,2.8125,-7.0698,-88.673
21.5129,2.6728,-6.9817,-88.9578
21.5636,2.5339,-6.9391,-89.2238
21.6115,2.3959,-6.9011,-89.4717
21.6568,2.2578,-6.8837,-89.7027
21.6993,2.1218,-6.7968,-89.9171
21.7391,1.9851,-6.8222,-90.1155
21.7759,1.8507,-6.7469,-90.2981
21.8104,1.7144,-6.7835,-90.4661
21.8418,1.5818,-6.6711,-90.6198
21.8708,1.4467,-6.7412,-90.7594
21.8971,1.3139,-6.6463,-90.8859
21.9209,1.1795,-6.6657,-90.9996
21.9419,1.0467,-6.6208,-91.1005
21.96,0.9143,-6.6546,-91.1881
21.9757,0.7814,-6.6302,-91.2634
21.9888,0.6482,-6.5732,-91.3271
21.9991,0.5162,-6.6108,-91.3787
22.0069,0.3829,-6.5859,-91.4182
22.0118,0.2535,-6.6902,-91.4456
22.0144,0.0951,-5.6902,-91.4618
